Au seeds-chemos,,exp8,,exp9,
733,0.0773061132729848,733,0.118384926587561,733,0.375079459770282
732,0.0777642635941948,732,0.118317106502289,732,0.371916040620058
731,0.0781572559475572,731,0.118648828785696,731,0.368050657187513
730,0.0783763485700737,730,0.118575185302337,730,0.364616861305736
729,0.0786155609743057,729,0.119433455996311,729,0.361875618265682
728,0.0792422376715736,728,0.119265713217569,728,0.359353587136189
727,0.0799220920199123,727,0.119800105596202,727,0.356367984906317
726,0.0803892728553657,726,0.119944852713819,726,0.35360531280704
725,0.0810675883442467,725,0.120570655090056,725,0.351305061860086
724,0.0816605437270512,724,0.121267445799094,724,0.348343410907137
723,0.0817437464857695,723,0.121007557416353,723,0.345838749823925
722,0.0823813403742489,722,0.121441236252755,722,0.344069794867055
721,0.0834084289355862,721,0.12194657169364,721,0.341366379677048
720,0.0836556397949638,720,0.122399032286419,720,0.339044265534426
719,0.0844739542143307,719,0.122966190802861,719,0.337201898371651
718,0.0850902228187627,718,0.123259296555691,718,0.335304199085012
717,0.0854710880759103,717,0.123924639319738,717,0.333408564403505
716,0.0867499157967967,716,0.124165400578631,716,0.331394228002209
715,0.0873199201715133,715,0.124794558442398,715,0.32981688001642
714,0.0878356274457919,714,0.125359708357664,714,0.328739148611972
713,0.0885254924103945,713,0.125631929011277,713,0.326886701114274
712,0.0892299974004119,712,0.126127181087587,712,0.324879456895703
711,0.0899534471148581,711,0.127118966504093,711,0.323884882731365
710,0.0906390325573318,710,0.12753691910075,710,0.323157699581482
709,0.0913039166865885,709,0.127792511495642,709,0.322008914778658
708,0.092462832677011,708,0.12842392279963,708,0.320942557844674
707,0.0926179069898945,707,0.129448453697007,707,0.320507677450089
706,0.0938454940105487,706,0.130279829369662,706,0.319671185860859
705,0.094429494713997,705,0.130726894075797,705,0.319014957181713
704,0.0955181504747399,704,0.131699277732939,704,0.318933807535021
703,0.0962689931904126,703,0.131990025222732,703,0.318117758961637
702,0.0971678102077379,702,0.132869729333573,702,0.3176674063355
701,0.0974635098809378,701,0.134210547063687,701,0.317575536327913
700,0.0988915610875734,700,0.135152217597252,700,0.317714801215427
699,0.0993923684113489,699,0.136064630577576,699,0.317314931376795
698,0.100047365699034,698,0.136561189058318,698,0.317409918205616
697,0.101048246915218,697,0.13747433198778,697,0.317740060872075
696,0.101114501164841,696,0.138771059533928,696,0.318411957969302
695,0.102245189740215,695,0.140181615962574,695,0.31889892971654
694,0.102929572466869,694,0.140772459634448,694,0.31891584227639
693,0.104214766373311,693,0.142165121824265,693,0.319932587124652
692,0.104507303251253,692,0.143264532110781,692,0.320272013689079
691,0.10522831076482,691,0.144752239767011,691,0.321108363125318
690,0.106066826922509,690,0.145891983569122,690,0.322162925224822
689,0.106642820304286,689,0.14709072936699,689,0.32341237773639
688,0.10727975554153,688,0.148611925809287,688,0.324722976700194
687,0.108429887492278,687,0.150002425755368,687,0.325660019849155
686,0.10912512564154,686,0.151242068391422,686,0.32724351448494
685,0.109822345225899,685,0.152883675986688,685,0.328572418264161
684,0.110598519383609,684,0.154503284634638,684,0.330220460103572
683,0.110807245993079,683,0.155779796613866,683,0.331926335652214
682,0.111793648729804,682,0.15734201627617,682,0.333740382678737
681,0.112344165885055,681,0.15894641632502,681,0.335547800636359
680,0.112833582592421,680,0.160687199323092,680,0.337083609695176
679,0.113616439820405,679,0.162627342098121,679,0.33911428438808
678,0.114647168990765,678,0.16439809076346,678,0.341315252979518
677,0.115643220344681,677,0.166489765759962,677,0.3437490146793
676,0.115632342118906,676,0.168252874056061,676,0.345499540348867
675,0.116767341148608,675,0.170038064383124,675,0.348601659961115
674,0.117704656011,674,0.171807246227127,674,0.351051009871718
673,0.118200290417949,673,0.174118833504015,673,0.353912962803273
672,0.11909204181888,672,0.17662263464224,672,0.356864662554124
671,0.119523981552969,671,0.178498466295641,671,0.359930735934341
670,0.120303465655732,670,0.180790457885953,670,0.362485115542148
669,0.121098514345152,669,0.182734290478718,669,0.365640589809282
668,0.121910101809808,668,0.185283368535484,668,0.368800852593189
667,0.122945164083665,667,0.187812829858973,667,0.372315879980391
666,0.123631944606452,666,0.19035117132653,666,0.375914887309858
665,0.124328360425291,665,0.193082951899206,665,0.3798873530284
664,0.125345198399538,664,0.195731262406305,664,0.383573933066399
663,0.1262732564872,663,0.198320290477249,663,0.387462512454238
662,0.127117162714721,662,0.201305563136575,662,0.39136232018396
661,0.127898279535993,661,0.204570549313078,661,0.396025205687165
660,0.128665207717036,660,0.207175642564115,660,0.40004577778076
659,0.129709082202214,659,0.210196669096307,659,0.404358020221671
658,0.130681950050645,658,0.21325848366462,658,0.408933185370634
657,0.131509175018055,657,0.216560799555925,657,0.413956666408846
656,0.132441383143918,656,0.219742716889639,656,0.418948011144611
655,0.133414907435653,655,0.223416278351356,655,0.423862450525121
654,0.134441310639196,654,0.226730942013561,654,0.428868786194245
653,0.135407418040585,653,0.230335250259889,653,0.434206171557448
652,0.136513085035167,652,0.234159554162478,652,0.439787729179341
651,0.137176127764436,651,0.237871875813271,651,0.445680770103679
650,0.138301795394075,650,0.24183822976938,650,0.451616539415267
649,0.13942346529668,649,0.245814151372953,649,0.457471278911308
648,0.140280576397742,648,0.249991892762913,648,0.463450384633375
647,0.141391458817685,647,0.254158808199045,647,0.470079656474773
646,0.142289140795241,646,0.258654699670523,646,0.476729750650891
645,0.143385876449453,645,0.263233021916361,645,0.482958073272941
644,0.14432977424925,644,0.268164520088086,644,0.490393529363026
643,0.145397382394744,643,0.272769987525594,643,0.497425866740108
642,0.146352084744754,642,0.277196138352299,642,0.504503724356582
641,0.147293919004206,641,0.282877154443052,641,0.512713906705933
640,0.148264348900997,640,0.288250992655323,640,0.520543974469901
639,0.149251662115095,639,0.293407289003982,639,0.528655508909924
638,0.150235627473152,638,0.299174369425595,638,0.536748215750513
637,0.151156233279218,637,0.304257174836587,637,0.544947653126756
636,0.151986145444465,636,0.310636255716253,636,0.554060592792525
635,0.153272031989012,635,0.316719734465018,635,0.562830576957174
634,0.153840019115577,634,0.322798510476561,634,0.571549993364724
633,0.155029936879269,633,0.32910568930502,633,0.581127675416392
632,0.155896979628864,632,0.335807860292302,632,0.590992102598892
631,0.156893348036138,631,0.342434171755561,631,0.600953121198595
630,0.157878975385736,630,0.349765018768248,630,0.610958336137209
629,0.158887967825725,629,0.357082141450513,629,0.621492219327727
628,0.159392877423602,628,0.364263418009746,628,0.63246958683469
627,0.160471729109224,627,0.37170444001471,627,0.643015912563696
626,0.161588078363035,626,0.379509295175422,626,0.654163384563145
625,0.162420577098028,625,0.387840605481207,625,0.666147693682497
624,0.16307862272863,624,0.396280134232567,624,0.678041629138629
623,0.164414721960088,623,0.40476505563393,623,0.690150341283966
622,0.164883870597316,622,0.413669409504385,622,0.702622127617521
621,0.16644195165793,621,0.422567245276417,621,0.715788993419585
620,0.167191023380282,620,0.432279596194875,620,0.728193921262544
619,0.168249441970685,619,0.442098196752235,619,0.741988838588163
618,0.169482044842477,618,0.451671647461334,618,0.755670801817363
617,0.17021811008189,617,0.462178993120868,617,0.769463717697703
616,0.171374923561858,616,0.472736020591493,616,0.783747995199307
615,0.172433743659643,615,0.483401783775199,615,0.79885180949896
614,0.17324009670078,614,0.494175336422472,614,0.813899277441775
613,0.174451647397741,613,0.506176731019473,613,0.829990390547842
612,0.175541155426696,612,0.517669651515385,612,0.845468101649775
611,0.176404164849925,611,0.529959870106234,611,0.861970734304806
610,0.177405184347334,610,0.541131993424483,610,0.877401738483749
609,0.178329045039351,609,0.553118063688684,609,0.892943937163087
608,0.179412332920314,608,0.566318572937272,608,0.910988071108571
607,0.18063932714057,607,0.580695905931636,607,0.929155847039957
606,0.1815922789254,606,0.594500725647212,606,0.947453611696831
605,0.182718401506434,605,0.607051789948949,605,0.964341418822725
604,0.183735955729765,604,0.619731283377625,604,0.981138202795357
603,0.18456295575867,603,0.63431483133982,603,0.999536008991484
602,0.185502503166326,602,0.649244483892529,602,1.01899991043252
601,0.186401182528926,601,0.664412570895111,601,1.03827930890981
600,0.187228418058212,600,0.679609586677131,600,1.05827368507467
599,0.188261877970828,599,0.695776213702828,599,1.07939406790138
598,0.188987857934807,598,0.711210910105025,598,1.09894334533202
597,0.189895269134259,597,0.725474341347131,597,1.11700810573919
596,0.190701845302334,596,0.740900680613945,596,1.13715536905289
595,0.191708715052594,595,0.757645330954692,595,1.15833409611634
594,0.192276217637359,594,0.773487193448208,594,1.17875113993142
593,0.193013183907646,593,0.790069689047006,593,1.19951739276523
592,0.193951345970892,592,0.807366508039378,592,1.22160134916115
591,0.19461209972419,591,0.824422691573601,591,1.24275803823567
590,0.195599534811862,590,0.840568171749144,590,1.26328758867273
589,0.196054922197022,589,0.857392959907618,589,1.28490260494016
588,0.197011338210678,588,0.873906838510368,588,1.30631744746679
587,0.197922825562405,587,0.891526722764746,587,1.32786876807201
586,0.198672798468231,586,0.908814804455017,586,1.3494608202727
585,0.199795393899176,585,0.925822546660433,585,1.37066945697305
584,0.201179909175782,584,0.942816396080285,584,1.39253219250095
583,0.20185641721351,583,0.95963738738544,583,1.41285826151072
582,0.203132965207696,582,0.976251766837694,582,1.4350343682375
581,0.204317672188267,581,0.993252217016477,581,1.45500802240884
580,0.205449489465307,580,1.01017827236176,580,1.47670470017043
579,0.206624044742569,579,1.02653178404258,579,1.49829386413222
578,0.207284102073237,578,1.04295131598195,578,1.51770395847331
577,0.20842761886891,577,1.05908267842171,577,1.53841273946743
576,0.209429146849782,576,1.07490369249999,576,1.5596650903821
575,0.210501074016531,575,1.0900352124454,575,1.57786149535998
574,0.211816646622347,574,1.10530253754283,574,1.59648120666682
573,0.21265948774402,573,1.11983460786538,573,1.61821086137091
572,0.2137949457957,572,1.13429275332819,572,1.63215889270053
571,0.215007737146585,571,1.14755019408702,571,1.64947899466706
570,0.21604534696841,570,1.16247462042235,570,1.66997856855737
569,0.217039869745575,569,1.17539510617335,569,1.68626638415356
568,0.218330279124208,568,1.18906266304756,568,1.70252038881719
567,0.218937110356689,567,1.20095060419557,567,1.71818493071359
566,0.219969341741873,566,1.21098081335513,566,1.7305240232836
565,0.221132885360021,565,1.22346965340847,565,1.74861875654318
564,0.221865299694111,564,1.23503124861208,564,1.76230944968782
563,0.223390775823115,563,1.24502550060549,563,1.77357597770311
562,0.224079783541664,562,1.25516281422318,562,1.78678372774125
561,0.224947482436108,561,1.26387590090983,561,1.79662713570623
560,0.226201802076638,560,1.27334017635658,560,1.80959373660171
559,0.227306248836944,559,1.28009039661734,559,1.81854697198974
558,0.228269694810228,558,1.28933315473502,558,1.82796612547319
557,0.229385960510719,557,1.29461586846796,557,1.83645024689932
556,0.230547136080974,556,1.3012605649348,556,1.84430167853913
555,0.231350732738746,555,1.30657290407196,555,1.85025186453261
554,0.232750926114963,554,1.3114053387861,554,1.85649195167692
553,0.233693375650314,553,1.31566373330474,553,1.86200742877701
552,0.235287121101879,552,1.32030749581849,552,1.86652479429398
551,0.236865477497433,551,1.32200383456005,551,1.87101390005119
550,0.238073498336515,550,1.32444366451959,550,1.87268439932533
549,0.239949760609914,549,1.3261658337586,549,1.87741653687043
548,0.241069166341093,548,1.32634542395789,548,1.87310646517538
547,0.242407949696703,547,1.32716187120542,547,1.87396402345122
546,0.244186417557767,546,1.32632433017724,546,1.87392819877658
545,0.24603381848579,545,1.32554968092864,545,1.87173488602935
544,0.248001954398257,544,1.32445681238957,544,1.87013838639622
543,0.24973106385156,543,1.32095622347654,543,1.86811189215028
542,0.251429350986522,542,1.31842449339327,542,1.86320695903001
541,0.253009645249833,541,1.31501761110143,541,1.85974536519995
540,0.25493363987626,540,1.31098562736259,540,1.85461822894494
539,0.257027709223459,539,1.30496880909531,539,1.84507436875028
538,0.259283983727723,538,1.29978049302969,538,1.83855360628433
537,0.261117533046845,537,1.29381630768765,537,1.83325986475335
536,0.2631353195839,536,1.28806489877703,536,1.82537805095321
535,0.265473049797764,535,1.27973856503828,535,1.81341766288693
534,0.267339966712995,534,1.27211223075422,534,1.80557182087325
533,0.269229474605117,533,1.26507014211061,533,1.7978440290957
532,0.27152718593381,532,1.25600456861789,532,1.7852750896384
531,0.273832158194631,531,1.24626032828696,531,1.77382117951532
530,0.276057038202065,530,1.23631256729322,530,1.76266610045967
529,0.277865112551271,529,1.22823703724281,529,1.75279000452189
528,0.279684196042928,528,1.21926725683008,528,1.74059883938012
527,0.282191943887227,527,1.20810541948615,527,1.72602373235712
526,0.284537328516593,526,1.19725479749754,526,1.71459208079918
525,0.286536178456324,525,1.18662344799019,525,1.70263095431484
524,0.289062214940757,524,1.17451749023539,524,1.68666377381278
523,0.291651311813616,523,1.16350333637136,523,1.6729430420791
522,0.294062138288745,522,1.15205718273782,522,1.65815635436052
521,0.296303456150101,521,1.13972605610649,521,1.6413932903829
520,0.298931167418108,520,1.12706293112347,520,1.62780496085721
519,0.301260027516043,519,1.11614768475616,519,1.61509237568598
518,0.303762893312663,518,1.10501282729638,518,1.6000123535441
517,0.306412758422159,517,1.09138345270393,517,1.58317824202747
516,0.309271752766338,516,1.07966671092598,516,1.56750772759112
515,0.311741061927322,515,1.06623527569073,515,1.55296152096613
514,0.314565492914264,514,1.05382759107701,514,1.53606185577917
513,0.317355998401423,513,1.041211078059,513,1.52041180427801
512,0.319840452997669,512,1.02921851784054,512,1.50542150344611
511,0.32259220367183,511,1.01677650996191,511,1.48945213227951
510,0.325368208633501,510,1.00441547138135,510,1.47337991606385
509,0.328123717476673,509,0.991869019105375,509,1.45821944581209
508,0.330842392905269,508,0.979827898231183,508,1.44313890219232
507,0.333556878967568,507,0.967721638479505,507,1.42793510057915
506,0.336454450554531,506,0.954752901947188,506,1.41070408012955
505,0.339330572079326,505,0.943304074604393,505,1.39614079277643
504,0.34208352589854,504,0.931803357434963,504,1.38114505874741
503,0.344876291347148,503,0.919932776962491,503,1.36562747829955
502,0.347813390162003,502,0.908509915422284,502,1.34982800422315
501,0.350805060419645,501,0.897270126862206,501,1.33627014062065
500,0.353368804928519,500,0.886602802578482,500,1.32178119191467
499,0.356091736542907,499,0.876098434681757,499,1.30784212491479
498,0.358667050535117,498,0.865729406853539,498,1.29399602564345
497,0.361219695452676,497,0.8563495080456,497,1.28154036390954
496,0.364105616210523,496,0.84701760465348,496,1.26884993527378
495,0.366768970393734,495,0.837192283053861,495,1.25562154935391
494,0.369632523624326,494,0.827676936301566,494,1.24332486444905
493,0.37225789661419,493,0.81822923641134,493,1.23128482282325
492,0.374588105061967,492,0.811844782604687,492,1.22189702855209
491,0.376918058878715,491,0.80458827728217,491,1.21214427539595
490,0.379760293839124,490,0.796026307408127,490,1.20083261617345
489,0.382617629012145,489,0.788944866587956,489,1.19105483225707
488,0.38491750584682,488,0.782953888904222,488,1.18284615070623
487,0.387505629712979,487,0.777314038475297,487,1.1748344163099
486,0.390456088012351,486,0.770095477265488,486,1.16523760818606
485,0.393140985266464,485,0.76457020217586,485,1.15753178318565
484,0.395201602450686,484,0.760446468988355,484,1.15184103037632
483,0.397423819302764,483,0.756095569566091,483,1.14553254266471
482,0.400099983223967,482,0.751255772551379,482,1.13870180610935
481,0.402619026222653,481,0.746576899596761,481,1.13181836212746
480,0.404958176844248,480,0.742919372823731,480,1.1264250867772
479,0.40737219087198,479,0.738761552645726,479,1.12110433876888
478,0.409596900689524,478,0.735749082916753,478,1.11657795724943
477,0.411645946844344,477,0.732732708318226,477,1.11208092458517
476,0.41382729505912,476,0.729232623992952,476,1.10763126614946
475,0.415916039748773,475,0.727117543525028,475,1.10397450161299
474,0.417979297632936,474,0.724630864679834,474,1.09984039027612
473,0.419823188299751,473,0.722226544264655,473,1.0970028581035
472,0.421754166021438,472,0.720410853571418,472,1.09390075298959
471,0.42344941057397,471,0.71849139148644,471,1.09130734252872
470,0.425167765639234,470,0.716917572543715,470,1.08861487001038
469,0.426872298029835,469,0.715109825564723,469,1.08613294637099
468,0.428416387440339,468,0.714008639063231,468,1.08400473251346
467,0.429990266108432,467,0.712927044675993,467,1.0824833828485
466,0.431318211126743,466,0.711549891022671,466,1.08055795780398
465,0.432859140634621,465,0.710497786975988,465,1.0790903828617
464,0.434187423407163,464,0.709677203528665,464,1.07766473998408
463,0.435612582967169,463,0.709034706756915,463,1.07671125494374
462,0.436953220708992,462,0.708393522832678,462,1.07549346809784
461,0.43818446836048,461,0.708011037210021,461,1.07447735542974
460,0.439278119930853,460,0.707660181875725,460,1.07381151795272
459,0.440640134560688,459,0.707389935208564,459,1.07340104073866
458,0.441853074069094,458,0.707073799388767,458,1.0726334919067
457,0.443256996839793,457,0.707043734608833,457,1.07186680086026
456,0.444463122759598,456,0.70693766739433,456,1.07219409257213
455,0.445893553076278,455,0.706970097876446,455,1.07182850754074
454,0.447292566023767,454,0.707162489428139,454,1.0716797568592
453,0.448927977693398,453,0.707382908200545,453,1.07183938815055
452,0.450134360886636,452,0.70738429379876,452,1.07181377143014
451,0.4515224142022,451,0.707788054046363,451,1.07181033562131
450,0.453137522269855,450,0.708279918655969,450,1.07183404325553
449,0.454651646120785,449,0.708437239924155,449,1.07221338867239
448,0.45614716573617,448,0.708985863262279,448,1.07305809842246
447,0.45764083624154,447,0.709574967485359,447,1.07346744672541
446,0.459162648055738,446,0.710070587350461,446,1.07417033233241
445,0.460692204004164,445,0.710587810545077,445,1.07474846565883
444,0.462415519170051,444,0.711185183530461,444,1.07568535915066
443,0.46389549915551,443,0.711938374536549,443,1.07582338982484
442,0.465345204527854,442,0.712721295173387,442,1.07666361436568
441,0.466919827206491,441,0.713258606965274,441,1.07742084531591
440,0.468395587644411,440,0.713941515157638,440,1.0778160583291
439,0.470005087769146,439,0.71476708255276,439,1.07919109577027
438,0.47150721757574,438,0.715794946882608,438,1.07989697419654
437,0.47311423136539,437,0.716467203781361,437,1.08112340582775
436,0.474891939990206,436,0.717708380614548,436,1.08242321228744
435,0.476598685621882,435,0.718241009927888,435,1.08344897266248
434,0.478259332751028,434,0.719280631356904,434,1.0844183647057
433,0.480309590899815,433,0.720338280271692,433,1.08561213075063
432,0.482140627251812,432,0.721414559601018,432,1.08701579153145
431,0.484284014248378,431,0.722398357851609,431,1.08789160065451
430,0.486208001556551,430,0.723388976393888,430,1.08899109555384
429,0.488502606986796,429,0.724446396475628,429,1.09027139926215
428,0.490742645192821,428,0.725616169684717,428,1.09210788543184
427,0.49309777434606,427,0.726686827757961,427,1.09310123158642
426,0.495392397832856,426,0.7279867275673,426,1.09464139066385
425,0.497843927825549,425,0.729295526260699,425,1.09639475281172
424,0.499990261852717,424,0.730231740159907,424,1.09763409836997
423,0.502816251129693,423,0.73164601338426,423,1.09875020170812
422,0.505456037575549,422,0.733133582851496,422,1.10085829569792
421,0.508160468660869,421,0.734103165373231,421,1.10236572098928
420,0.510671051225124,420,0.735359263827937,420,1.10411224241443
419,0.513703591796951,419,0.736919443366578,419,1.10593114086473
418,0.516683274159357,418,0.738503109941149,418,1.10760290997641
417,0.5197235436414,417,0.739675381984718,417,1.10945088060815
416,0.522816045362677,416,0.741264761549546,416,1.11080109866473
415,0.525987993662894,415,0.742761258164502,415,1.11266032492562
414,0.529422045464813,414,0.744372804987423,414,1.1147038583261
413,0.53275095338639,413,0.745841606611961,413,1.11663996143566
412,0.536467995027488,412,0.74765789026283,412,1.1193263476682
411,0.539852550932639,411,0.748989268529422,411,1.12111374696045
410,0.543424103742325,410,0.751001315257167,410,1.12297728864844
409,0.547146246484765,409,0.752502225413016,409,1.12490502575728
408,0.551327784216608,408,0.754043271646393,408,1.12720463778244
407,0.555219664631277,407,0.755739533266255,407,1.12954374235433
406,0.559327249461207,406,0.757727674656848,406,1.13155619351084
405,0.563427255753127,405,0.759505477804805,405,1.13379424494968
404,0.567662560357524,404,0.761037687922786,404,1.13553134330633
403,0.572131622216843,403,0.762910466188125,403,1.13839192655747
402,0.577409265351931,402,0.764724489300638,402,1.14041129200166
401,0.582211354907553,401,0.76669925898173,401,1.14286009184896
400,0.587345109561627,400,0.768181090492003,400,1.14506846405176
399,0.592542707704753,399,0.770116174393196,399,1.14741291426546
398,0.59810528068839,398,0.771876595806546,398,1.15010214110575
397,0.60414029564406,397,0.774130030966334,397,1.15214067903909
396,0.610187450672381,396,0.775899298978056,396,1.154682214134
395,0.616486976314245,395,0.777638338175783,395,1.15687617582985
394,0.62243817245746,394,0.779470433498723,394,1.15918625508839
393,0.62918517902731,393,0.781102183927843,393,1.16162279812739
392,0.635826640321042,392,0.783234379559201,392,1.16396975456979
391,0.642953080020884,391,0.784792625856876,391,1.16617715154122
390,0.650732378342226,390,0.786449877408224,390,1.16883655131626
389,0.658207454634003,389,0.788779981348729,389,1.17136655035837
388,0.666383214265152,388,0.790657152000213,388,1.17392209563034
387,0.674287013880743,387,0.792569404552117,387,1.17614098884793
386,0.682873699103711,386,0.793908761047347,386,1.17849722662593
385,0.69157174202339,385,0.796168387293782,385,1.18111371510411
384,0.700814141179032,384,0.797577008576648,384,1.18353819094969
383,0.710380641385761,383,0.799775650308683,383,1.18584203502674
382,0.721032148784207,382,0.801394995787692,382,1.1879590457936
381,0.731374511219822,381,0.803197530318381,381,1.19060398255416
380,0.743084959127843,380,0.804693229479723,380,1.19310796693827
379,0.755622357106468,379,0.806707125012387,379,1.19559910837667
378,0.767576662823878,378,0.808085170909036,378,1.19789389794722
377,0.779392818912172,377,0.809653226437425,377,1.19965956863528
376,0.792866700423519,376,0.811457107147673,376,1.20240191680437
375,0.806726822689197,375,0.813456398572887,375,1.20448717498603
374,0.820910928824225,374,0.815005411253574,374,1.2063814862392
373,0.835557268214322,373,0.816751789038276,373,1.20906043509746
372,0.849148727965044,372,0.817835992514779,372,1.21080299535504
371,0.861758999538349,371,0.819273299250759,371,1.21335168739156
370,0.87480955647663,370,0.820909814816651,370,1.21546491771907
369,0.887301420306148,369,0.822381078368625,369,1.21722834939456
368,0.898529865666177,368,0.824286521083886,368,1.21914638424963
367,0.908374032411438,367,0.825151170482936,367,1.22111139285187
366,0.916905501029733,366,0.826558149687475,366,1.22271672515372
365,0.924345473760429,365,0.828019045245291,365,1.22484976940269
364,0.930619474390187,364,0.828964794117892,364,1.22687360069696
363,0.935791861246781,363,0.829958934223313,363,1.22850665749066
362,0.938659192820326,362,0.83167937935905,362,1.23004111930075
361,0.941150850072973,361,0.832360663185585,361,1.23155162731746
360,0.942672975305033,360,0.83404977163447,360,1.23313409756527
359,0.94379275623842,359,0.834652478585753,359,1.23547904375844
358,0.943846235169649,358,0.835669845739293,358,1.23649626445059
357,0.942767269769795,357,0.837284284200743,357,1.23840791200007
356,0.94202365121621,356,0.838291876890048,356,1.23963294534255
355,0.940335188464578,355,0.839241695539197,355,1.24163057956565
354,0.939061703936846,354,0.84064775299672,354,1.24348825450733
353,0.937321082630316,353,0.841800378079447,353,1.24506105536321
352,0.935349343862745,352,0.843322976442635,352,1.24677579931831
351,0.933230443377492,351,0.844425919958389,351,1.24843851175613
350,0.932016050822898,350,0.845968615819388,350,1.25055470044627
